model,provider,device_label,batch_size,measured_runs,energy_blocks,mean_ms,p50_ms,p95_ms,p99_ms,std_ms,cv,mean_rse,throughput_rps,per_request_ms,avg_power_w,gross_energy_per_batch_j,gross_energy_per_request_j,energy_per_batch_j,energy_per_request_j,energy_gross_cv,energy_net_cv,max_temp_c,energy_basis,latency_runtime_cv_pass,latency_mean_rse_pass,energy_pass,quality_status,status,deterministic_profile_allowed,stochastic_profile_allowed,padding_policy,source_profile,source_run,measurement_boundary,power_mode
efficientnet_b0,rtx3060_cuda,NVIDIA GeForce RTX 3060 Laptop GPU,16,500,5,13.9442077999999,13.963350000004482,14.225915000005074,14.715728999995283,0.2793993603410235,0.0200369475518735,0.0008960795357517,1147.4298310442643,0.8715129874999938,80.2640334874646,1.20310229256912,0.07519389328557,0.95994442049881,0.0599965262811756,0.0120867541005144,0.0164704786329576,85.0,net,True,True,True,strict_pass,ok,True,True,none,rtx3060_multidnn_20260714,analysis_ready_primary_or_disclosed_retest,gpu_board_compute_power,observed_wddm_no_fixed_limit_claim
efficientnet_b0,rtx3060_cuda,NVIDIA GeForce RTX 3060 Laptop GPU,32,500,5,27.23438699999997,27.27780000000024,27.66542999999899,28.82127199999715,0.340697798306681,0.0125098390614292,0.0005594570105787,1174.985139191862,0.851074593749999,85.25848092762689,2.381880696600064,0.074433771768752,1.9286863072531035,0.0602714471016594,0.0149427015539376,0.0193512170679412,85.0,net,True,True,True,strict_pass,ok,True,True,none,rtx3060_multidnn_20260714,analysis_ready_primary_or_disclosed_retest,gpu_board_compute_power,observed_wddm_no_fixed_limit_claim
mobilenet_v3_small,m3_mps,Apple M3 MacBook Air,1,1000,10,9.5532356351614,9.118791669607162,13.184011774137616,13.493859742302448,1.924222853265229,0.2014210605444487,0.0063694932004713,104.67657641767204,9.5532356351614,6.08194,0.0439212181370358,0.0439212181370358,0.0429933472780786,0.0429933472780786,0.0405976123403006,0.0409671819160393,,net,False,True,True,runtime_variable_mean_profile_pass,ok,True,True,none,apple_m3_multidnn_20260714,pooled_primary_and_complete_repeat,combined_soc_compute_power,native_fanless
mobilenet_v3_small,m3_mps,Apple M3 MacBook Air,2,1000,10,8.969834180548787,8.673625416122377,11.95814178790897,13.98316828068346,2.033588403227008,0.2267141579536523,0.0071693311694072,222.9695621728469,4.484917090274394,6.406206666666667,0.0471298015556603,0.0235649007778301,0.0461846833296698,0.0230923416648348,0.0514871012186314,0.052958288365908,,net,False,True,True,runtime_variable_mean_profile_pass,ok,True,True,none,apple_m3_multidnn_20260714,pooled_primary_and_complete_repeat,combined_soc_compute_power,native_fanless
mobilenet_v3_small,m3_mps,Apple M3 MacBook Air,4,500,5,8.370450927875936,8.39964603073895,9.119560499675572,9.44541443604976,0.576531313779986,0.0688769719514125,0.003080271827354,477.87150709872566,2.092612731968984,6.7552933333333325,0.0504627837720084,0.0126156959430021,0.0494393824874504,0.0123598456218626,0.0157628382919212,0.0159663611503446,,net,True,True,True,strict_pass,ok,True,True,none,apple_m3_multidnn_20260714,primary_full,combined_soc_compute_power,native_fanless
mobilenet_v3_small,m3_mps,Apple M3 MacBook Air,8,500,5,8.458642758894712,8.410478825680912,9.337852778844534,10.430242845322937,0.6007350786511717,0.0710202683544552,0.0031761229564167,945.7782091089704,1.057330344861839,9.37124,0.0704781696002661,0.0088097712000332,0.0694478098584415,0.0086809762323051,0.0152183884518105,0.0154324050201237,,net,True,True,True,strict_pass,ok,True,True,none,apple_m3_multidnn_20260714,primary_full,combined_soc_compute_power,native_fanless
mobilenet_v3_small,m3_mps,Apple M3 MacBook Air,16,500,5,9.11614318843931,9.53750009648502,9.874854085501283,10.681231014896182,0.7156962943193974,0.0785086718720052,0.0035110145425805,1755.128201616062,0.5697589492774568,13.48444,0.1187399518426147,0.0074212469901634,0.1176832646605701,0.0073552040412856,0.0249841121340024,0.0252064376088602,,net,True,True,True,strict_pass,ok,True,True,none,apple_m3_multidnn_20260714,complete_repeat_01,combined_soc_compute_power,native_fanless
mobilenet_v3_small,m3_mps,Apple M3 MacBook Air,32,500,5,17.758853420615196,17.5370411016047,18.730541656259447,19.64418918127194,1.296129268828747,0.0729849635069428,0.0032639867947373,1801.9181330058789,0.5549641693942249,10.153626666666668,0.1784856169613007,0.0055776755300406,0.1760774114537898,0.0055024191079309,0.0311457223762274,0.0315623052891557,,net,True,True,True,strict_pass,ok,True,True,none,apple_m3_multidnn_20260714,primary_full,combined_soc_compute_power,native_fanless
mobilenet_v3_small,rtx3060_cuda,NVIDIA GeForce RTX 3060 Laptop GPU,1,1000,5,4.281063700000006,4.096300000000497,5.606920000000137,7.475075000001396,0.826375324747946,0.193030373443858,0.0061041563767547,233.58680694239575,4.281063700000006,24.60505454870944,0.1054774788258521,0.1054774788258521,0.0357191264619298,0.0357191264619298,0.0351914875180941,0.0760421233456688,60.0,net,False,True,True,runtime_variable_mean_profile_pass,ok,True,True,none,rtx3060_multidnn_20260714,analysis_ready_primary_or_disclosed_retest,gpu_board_compute_power,observed_wddm_no_fixed_limit_claim
mobilenet_v3_small,rtx3060_cuda,NVIDIA GeForce RTX 3060 Laptop GPU,2,1000,5,4.12745089999996,3.971349999998708,4.983959999999321,6.403056999999135,0.5380845739650679,0.1303672864927534,0.004122575576928,484.5605795092606,2.06372544999998,25.30390955475602,0.1085521321910282,0.0542760660955141,0.0387917235267572,0.0193958617633786,0.0355536039051185,0.0552840804222931,60.0,net,False,True,True,runtime_variable_mean_profile_pass,ok,True,True,none,rtx3060_multidnn_20260714,analysis_ready_primary_or_disclosed_retest,gpu_board_compute_power,observed_wddm_no_fixed_limit_claim
mobilenet_v3_small,rtx3060_cuda,NVIDIA GeForce RTX 3060 Laptop GPU,4,1000,5,4.16929930000024,4.07470000000032,5.044615000003461,5.846072000003062,0.4992915566776355,0.1197543089980627,0.0037869637605347,959.3938242811614,1.04232482500006,31.852453215378176,0.1406220746508412,0.0351555186627103,0.0688054488404349,0.0172013622101087,0.0186472894798628,0.0324184714153197,62.0,net,False,True,True,runtime_variable_mean_profile_pass,ok,True,True,none,rtx3060_multidnn_20260714,analysis_ready_primary_or_disclosed_retest,gpu_board_compute_power,observed_wddm_no_fixed_limit_claim
mobilenet_v3_small,rtx3060_cuda,NVIDIA GeForce RTX 3060 Laptop GPU,8,1000,5,4.362224099999899,4.222300000002122,5.29598999999905,6.304017000003767,0.5236400031596711,0.1200396841509548,0.0037959881152423,1833.9268723035536,0.5452780124999874,63.02333385831071,0.2959555565862552,0.0369944445732819,0.219535068264165,0.0274418835330206,0.0326447604141638,0.0461889871720823,71.0,net,False,True,True,runtime_variable_mean_profile_pass,ok,True,True,none,rtx3060_multidnn_20260714,analysis_ready_primary_or_disclosed_retest,gpu_board_compute_power,observed_wddm_no_fixed_limit_claim
mobilenet_v3_small,rtx3060_cuda,NVIDIA GeForce RTX 3060 Laptop GPU,16,1000,5,4.321220800000163,4.081350000006978,5.915619999996123,7.570635999997677,0.8014710240850784,0.185473286642758,0.005865180309084,3702.6573601606738,0.2700763000000102,85.50335973001806,0.3972050020982752,0.0248253126311422,0.3216108976944897,0.0201006811059056,0.0240256543473477,0.0287168922064733,80.0,net,False,True,True,runtime_variable_mean_profile_pass,ok,True,True,none,rtx3060_multidnn_20260714,analysis_ready_primary_or_disclosed_retest,gpu_board_compute_power,observed_wddm_no_fixed_limit_claim
mobilenet_v3_small,rtx3060_cuda,NVIDIA GeForce RTX 3060 Laptop GPU,32,1000,5,5.893946200000286,5.61739999999844,6.920605000005508,7.961082000004323,0.6691420982311512,0.1135304048467762,0.0035901466299683,5429.299643080971,0.1841858187500089,89.28181504400229,0.5338974350561344,0.0166842948455042,0.4366555404608366,0.0136454856394011,0.0135403422264436,0.0171573088565295,84.0,net,False,True,True,runtime_variable_mean_profile_pass,ok,True,True,none,rtx3060_multidnn_20260714,analysis_ready_primary_or_disclosed_retest,gpu_board_compute_power,observed_wddm_no_fixed_limit_claim
resnet50,m3_mps,Apple M3 MacBook Air,1,500,5,10.34375950274989,10.292229475453496,10.696766071487218,10.83113180939108,0.173486425900339,0.0167720861891865,0.0007500704968701281,96.67664834378157,10.34375950274989,12.62856,,,0.1202245029397202,0.1202245029397202,,,,net,True,True,True,strict_pass,ok,True,True,none,apple_m3_profile_20260713,apple_m3_profile_20260713,combined_soc_compute_power,native_fanless
resnet50,m3_mps,Apple M3 MacBook Air,2,500,5,15.50398057186976,15.491416561417282,15.6391128199175,15.756460551638156,0.0783212866711449,0.0050516889071217,0.00022591839595011485,128.99912965762977,7.75199028593488,10.833613333333334,,,0.1703313414409017,0.0851656707204508,,,,net,True,True,True,strict_pass,ok,True,True,none,apple_m3_profile_20260713,apple_m3_profile_20260713,combined_soc_compute_power,native_fanless
resnet50,m3_mps,Apple M3 MacBook Air,4,500,5,28.53822777699679,28.53750006761402,28.759544203057885,28.98608474992216,0.1489417583411919,0.0052190261954964,0.00023340194698964113,140.1628731558515,7.134556944249198,9.76448,,,0.2842558016110892,0.0710639504027723,,,,net,True,True,True,strict_pass,ok,True,True,none,apple_m3_profile_20260713,apple_m3_profile_20260713,combined_soc_compute_power,native_fanless
resnet50,m3_mps,Apple M3 MacBook Air,8,500,5,61.20219551259652,61.27089553046972,62.70729198586196,63.58691728441045,1.143228706619286,0.0186795375075063,0.0008353743131008215,130.71426495399916,7.650274439074565,9.8836,,,0.5768428234256427,0.0721053529282053,,,,net,True,True,True,strict_pass,ok,True,True,none,apple_m3_profile_20260713,apple_m3_profile_20260713,combined_soc_compute_power,native_fanless
resnet50,m3_mps,Apple M3 MacBook Air,16,500,5,124.09505085879935,124.42860449664296,127.94269169680774,130.50253885565326,2.9111191498942004,0.0234587852597489,0.0010491087702073718,128.93342554172835,7.75594067867496,9.96408,,,1.124649799085435,0.0702906124428396,,,,net,True,True,True,strict_pass,ok,True,True,none,apple_m3_profile_20260713,apple_m3_profile_20260713,combined_soc_compute_power,native_fanless
resnet50,m3_mps,Apple M3 MacBook Air,32,500,5,220.13284875219688,218.56212546117604,233.7291860254481,240.3351058927365,6.0032630471574695,0.027271091439494,0.0012196002855864236,145.3667645759781,6.879151523506152,9.284013333333334,,,2.2802110277862337,0.0712565946183198,,,,net,True,True,True,strict_pass,ok,True,True,none,apple_m3_profile_20260713,apple_m3_profile_20260713,combined_soc_compute_power,native_fanless
resnet50,rtx3060_cuda,NVIDIA GeForce RTX 3060 Laptop GPU (95W mode),1,500,5,7.666373199999966,6.602650000001376,13.541054999997824,14.84386200000138,3.1117190167175908,0.4058919303220986,0.01815203895437641,130.43977561645505,7.666373199999966,85.91429700437057,,,0.3504788609982167,0.3504788609982167,,,,net,False,False,True,rejected_deterministic_use_padded_b2,unstable,False,False,map_to_smallest_accepted_batch_2,rtx3060_reprofile_20260713_95w,rtx3060_reprofile_20260713_95w,gpu_board_power,95W_observed_limit
resnet50,rtx3060_cuda,NVIDIA GeForce RTX 3060 Laptop GPU (95W mode),2,500,5,4.932719599999999,4.7109499999997695,5.585045000001187,6.232621000001898,0.3835576908573901,0.0777578540765605,0.003477436949993968,405.455846304339,2.4663598,91.10813019196183,,,0.3828006830483286,0.1914003415241643,,,,net,True,True,True,strict_pass,ok,True,True,none,rtx3060_reprofile_20260713_95w,rtx3060_reprofile_20260713_95w,gpu_board_power,95W_observed_limit
resnet50,rtx3060_cuda,NVIDIA GeForce RTX 3060 Laptop GPU (95W mode),4,500,5,9.155811399999976,9.222549999996945,9.569169999993932,10.320994000002344,0.3106714406731894,0.0339316120768051,0.0015174678237977802,436.880995604607,2.288952849999994,91.49963602594588,,,0.6982462584418688,0.1745615646104672,,,,net,True,True,True,strict_pass,ok,True,True,none,rtx3060_reprofile_20260713_95w,rtx3060_reprofile_20260713_95w,gpu_board_power,95W_observed_limit
resnet50,rtx3060_cuda,NVIDIA GeForce RTX 3060 Laptop GPU (95W mode),8,500,5,16.295103000000097,16.25934999998435,16.539444999999375,16.836347000005958,0.1707363357078115,0.0104777696531166,0.0004685801039390622,490.9450403596683,2.036887875000012,91.4425144861049,,,1.248406872740142,0.1560508590925177,,,,net,True,True,True,strict_pass,ok,True,True,none,rtx3060_reprofile_20260713_95w,rtx3060_reprofile_20260713_95w,gpu_board_power,95W_observed_limit
resnet50,rtx3060_cuda,NVIDIA GeForce RTX 3060 Laptop GPU (95W mode),16,500,5,31.421097199999508,31.40339999998787,31.88207499999152,32.04088700000426,0.2889931121540746,0.0091974226843383,0.00041132124679958053,509.21200803898887,1.9638185749999693,91.24500972208544,,,2.4166922584872,0.15104326615545,,,,net,True,True,True,strict_pass,ok,True,True,none,rtx3060_reprofile_20260713_95w,rtx3060_reprofile_20260713_95w,gpu_board_power,95W_observed_limit
resnet50,rtx3060_cuda,NVIDIA GeForce RTX 3060 Laptop GPU (95W mode),32,500,5,59.832808799999896,59.840950000008775,60.409154999993575,60.68334200001146,0.3819848734738713,0.0063842042707824,0.0002855102946342784,534.8236300750109,1.8697752749999967,91.374744814067,,,4.604341897733908,0.1438856843041846,,,,net,True,True,True,strict_pass,ok,True,True,none,rtx3060_reprofile_20260713_95w,rtx3060_reprofile_20260713_95w,gpu_board_power,95W_observed_limit
